09:41:24.314 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.repository.UserRepositoryImplTests], using SpringBootContextLoader 
09:41:25.556 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-01.1f2ay.mongodb.net:27017 to client view of cluster 
09:41:25.574 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-00.1f2ay.mongodb.net:27017 to client view of cluster 
09:41:25.576 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-02.1f2ay.mongodb.net:27017 to client view of cluster 
09:41:25.788 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@357bc488 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
09:41:26.020 [cluster-rtt-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:6, serverValue:52565}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:3, serverValue:53453}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-rtt-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:1, serverValue:58210}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:5, serverValue:52568}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:4, serverValue:57986}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-rtt-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:2, serverValue:53453}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=209530513, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fc706db367ea53e6d7f5, counter=3}, lastWriteDate=Wed Jan 15 09:41:25 IST 2025, lastUpdateTimeNanos=13850413295364} 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=209345298, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-02.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000092, setVersion=155, topologyVersion=TopologyVersion{processId=6784f92442ca6d390c56009e, counter=6}, lastWriteDate=Wed Jan 15 09:41:25 IST 2025, lastUpdateTimeNanos=13850413297063} 
09:41:26.020 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=209342356, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-00.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fa949576dc0512472ebd, counter=4}, lastWriteDate=Wed Jan 15 09:41:25 IST 2025, lastUpdateTimeNanos=13850413294124} 
09:41:26.022 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max election id to 7fffffff0000000000000092 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.022 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max set version to 155 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.023 [cluster-ClusterId{value='6787356d498a8641db81faad', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Discovered replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.121 [main] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:7, serverValue:58194}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
09:41:26.555 [main] INFO  o.s.s.web.DefaultSecurityFilterChain ---- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@c0c8f96, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3bd08435, org.springframework.security.web.context.SecurityContextPersistenceFilter@25533bba, org.springframework.security.web.header.HeaderWriterFilter@4e67cfe1, org.springframework.security.web.authentication.logout.LogoutFilter@d84b3a2, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@45984654, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4ae280da, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@35ac9ebd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3e52ed5d, org.springframework.security.web.session.SessionManagementFilter@48ccbb32, org.springframework.security.web.access.ExceptionTranslationFilter@ddffa6c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2035d65b] 
09:41:26.986 [main] INFO  n.e.j.r.UserRepositoryImplTests ---- Started UserRepositoryImplTests in 2.457 seconds (JVM running for 3.243) 
