21:27:30.811 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.repository.UserRepositoryImplTests], using SpringBootContextLoader 
21:27:32.538 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-01.1f2ay.mongodb.net:27017 to client view of cluster 
21:27:32.558 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-00.1f2ay.mongodb.net:27017 to client view of cluster 
21:27:32.559 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-02.1f2ay.mongodb.net:27017 to client view of cluster 
21:27:32.643 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@39da5e49 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
21:27:33.662 [cluster-rtt-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:4, serverValue:38588}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:27:33.662 [cluster-rtt-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:1, serverValue:43453}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:33.662 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:6, serverValue:39374}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:27:33.662 [cluster-rtt-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:2, serverValue:39374}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:27:33.662 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:3, serverValue:38589}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:27:33.662 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:5, serverValue:43388}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:33.663 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=501902340, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-00.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fa949576dc0512472ebd, counter=4}, lastWriteDate=Tue Jan 14 21:27:33 IST 2025, lastUpdateTimeNanos=9154538143859} 
21:27:33.663 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=620145828, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fc706db367ea53e6d7f5, counter=3}, lastWriteDate=Tue Jan 14 21:27:33 IST 2025, lastUpdateTimeNanos=9154538143692} 
21:27:33.663 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=620135427, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-02.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000092, setVersion=155, topologyVersion=TopologyVersion{processId=6784f92442ca6d390c56009e, counter=6}, lastWriteDate=Tue Jan 14 21:27:33 IST 2025, lastUpdateTimeNanos=9154538142067} 
21:27:33.668 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max election id to 7fffffff0000000000000092 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:33.669 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max set version to 155 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:33.669 [cluster-ClusterId{value='6786896c8b152b7ba972ba53', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Discovered replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:34.260 [main] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:7, serverValue:43497}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:27:35.016 [main] INFO  o.s.s.web.DefaultSecurityFilterChain ---- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4416e18d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5dfc2a4, org.springframework.security.web.context.SecurityContextPersistenceFilter@66d3b881, org.springframework.security.web.header.HeaderWriterFilter@7bede4ea, org.springframework.security.web.authentication.logout.LogoutFilter@59d6642a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5e69cf07, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@74431b9c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2035d65b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3120495d, org.springframework.security.web.session.SessionManagementFilter@7272ee51, org.springframework.security.web.access.ExceptionTranslationFilter@6e807e2, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@fe8aaeb] 
21:27:35.602 [main] INFO  n.e.j.r.UserRepositoryImplTests ---- Started UserRepositoryImplTests in 4.616 seconds (JVM running for 5.462) 
